src_image,page,page_width,page_height,cc_image,x,y,w,h,aspect,m00,n20,n11,n02,n30,n21,n12,n03,i1,i2,i3,i4,i5,i6,i7,i8
"image_0167.png",1,3400,4944,"c00159_x1708_y1547.tif",1708,1547,36,10,8.611111e-01,3.010000e+02,3.285728e-01,-1.409451e-03,2.084258e-02,2.545595e-03,9.853549e-04,-6.240148e-05,6.382694e-05,3.494154e-01,9.470583e-02,1.583323e-05,7.267034e-06,9.463843e-11,1.544109e-06,-2.931501e-11,-8.088757e-07
"image_0167.png",1,3400,4944,"c00160_x3303_y1547.tif",3303,1547,2,19,5.263158e-02,2.400000e+01,6.872106e-03,3.023727e-02,1.464988e+00,-8.182783e-04,-3.600425e-03,-2.908395e-02,3.724655e-01,1.471861e+00,2.129760e+00,1.543642e-01,1.369556e-01,1.976823e-02,1.957556e-01,-4.153285e-04,-2.016995e-02
"image_0167.png",1,3400,4944,"c00161_x1299_y1548.tif",1299,1548,46,68,3.382353e-01,3.680000e+02,4.540899e-01,-6.829166e-01,1.043972e+00,-2.450819e-02,3.846316e-02,-5.944510e-02,9.056911e-02,1.498062e+00,2.213462e+00,2.427883e-02,2.369748e-02,-3.909529e-05,3.525484e-02,1.701286e-07,1.667925e-04
"image_0167.png",1,3400,4944,"c00162_x2209_y1548.tif",2209,1548,24,35,3.428571e-01,5.130000e+02,7.268144e-02,-3.283987e-03,2.346968e-01,-2.566453e-03,1.698324e-03,-4.598433e-03,-1.072348e-02,3.073782e-01,2.629211e-02,3.763105e-04,1.327891e-04,4.217386e-08,4.030138e-06,2.922965e-08,1.057551e-05
"image_0167.png",1,3400,4944,"c00163_x0919_y1549.tif",919,1549,22,73,1.506849e-01,6.250000e+02,3.931748e-02,3.491889e-02,6.835562e-01,3.638749e-03,9.178509e-03,9.933548e-02,-1.917436e-02,7.228737e-01,4.199209e-01,8.883414e-02,1.070361e-02,2.481142e-04,-6.910708e-03,-4.374762e-05,-2.963447e-04
"image_0167.png",1,3400,4944,"c00164_x1088_y1549.tif",1088,1549,18,35,2.571429e-01,3.780000e+02,3.307898e-02,1.375558e-02,3.141364e-01,-1.626838e-04,3.463123e-03,-6.042799e-03,-4.078727e-03,3.472154e-01,7.975016e-02,5.320927e-04,3.888699e-05,2.894497e-08,-1.050626e-05,-2.081757e-09,1.598161e-06
"image_0167.png",1,3400,4944,"c00165_x1089_y1552.tif",1089,1552,46,67,3.432836e-01,4.140000e+02,3.922420e-01,-5.774757e-01,8.688485e-01,2.314351e-02,-3.544233e-02,5.245580e-02,-7.492837e-02,1.261091e+00,1.561066e+00,1.900192e-02,1.789695e-02,-2.541752e-05,2.235565e-02,-3.585230e-07,-2.425692e-04
"image_0167.png",1,3400,4944,"c00166_x2348_y1552.tif",2348,1552,16,26,3.076923e-01,2.760000e+02,5.767893e-02,-1.831285e-03,2.278429e-01,-1.723684e-03,2.317796e-03,-3.162155e-03,-9.222536e-03,2.855218e-01,2.896919e-02,3.219213e-04,7.154684e-05,1.387298e-08,3.803466e-06,1.070028e-08,5.784148e-06
"image_0167.png",1,3400,4944,"c00167_x0847_y1553.tif",847,1553,54,62,4.354839e-01,1.012000e+03,2.082469e-01,-1.254279e-01,3.992691e-01,1.091379e-01,-7.126221e-02,-8.133302e-03,1.046166e-01,6.075160e-01,9.941812e-02,1.192130e-01,1.131445e-02,-5.522992e-04,-3.426523e-03,-3.521255e-04,-4.965223e-04
"image_0167.png",1,3400,4944,"c00168_x1768_y1553.tif",1768,1553,16,26,3.076923e-01,2.790000e+02,5.777543e-02,-6.989940e-03,2.224055e-01,-1.303608e-03,1.371385e-03,-4.254731e-03,-6.054824e-03,2.801809e-01,2.729849e-02,2.347531e-04,5.282974e-05,1.497437e-08,-2.203024e-06,5.770676e-09,4.223040e-06
